Step 57700/600000, Total Loss: 0.5895, Mel Loss: 0.2641, Mel PostNet Loss: 0.2624, Pitch Loss: 0.0255, Energy Loss: 0.0229, Duration Loss: 0.0146
Step 57800/600000, Total Loss: 0.5794, Mel Loss: 0.2589, Mel PostNet Loss: 0.2573, Pitch Loss: 0.0243, Energy Loss: 0.0237, Duration Loss: 0.0152
Step 57900/600000, Total Loss: 0.5968, Mel Loss: 0.2689, Mel PostNet Loss: 0.2671, Pitch Loss: 0.0240, Energy Loss: 0.0226, Duration Loss: 0.0142
Step 58000/600000, Total Loss: 0.6808, Mel Loss: 0.2979, Mel PostNet Loss: 0.2961, Pitch Loss: 0.0356, Energy Loss: 0.0297, Duration Loss: 0.0216
Step 58100/600000, Total Loss: 0.6774, Mel Loss: 0.2965, Mel PostNet Loss: 0.2946, Pitch Loss: 0.0361, Energy Loss: 0.0286, Duration Loss: 0.0216
Step 58200/600000, Total Loss: 0.5920, Mel Loss: 0.2640, Mel PostNet Loss: 0.2624, Pitch Loss: 0.0271, Energy Loss: 0.0236, Duration Loss: 0.0147
Step 58300/600000, Total Loss: 0.5950, Mel Loss: 0.2653, Mel PostNet Loss: 0.2637, Pitch Loss: 0.0266, Energy Loss: 0.0242, Duration Loss: 0.0153
Step 58400/600000, Total Loss: 0.5862, Mel Loss: 0.2638, Mel PostNet Loss: 0.2621, Pitch Loss: 0.0245, Energy Loss: 0.0225, Duration Loss: 0.0132
Step 58500/600000, Total Loss: 0.6680, Mel Loss: 0.2931, Mel PostNet Loss: 0.2913, Pitch Loss: 0.0348, Energy Loss: 0.0276, Duration Loss: 0.0213
Step 58600/600000, Total Loss: 0.6829, Mel Loss: 0.2994, Mel PostNet Loss: 0.2975, Pitch Loss: 0.0358, Energy Loss: 0.0285, Duration Loss: 0.0217
Step 58700/600000, Total Loss: 0.5883, Mel Loss: 0.2636, Mel PostNet Loss: 0.2620, Pitch Loss: 0.0242, Energy Loss: 0.0244, Duration Loss: 0.0141
Step 58800/600000, Total Loss: 0.5771, Mel Loss: 0.2569, Mel PostNet Loss: 0.2553, Pitch Loss: 0.0263, Energy Loss: 0.0231, Duration Loss: 0.0155
Step 58900/600000, Total Loss: 0.5851, Mel Loss: 0.2626, Mel PostNet Loss: 0.2611, Pitch Loss: 0.0253, Energy Loss: 0.0221, Duration Loss: 0.0140
Step 59000/600000, Total Loss: 0.6817, Mel Loss: 0.2982, Mel PostNet Loss: 0.2964, Pitch Loss: 0.0352, Energy Loss: 0.0294, Duration Loss: 0.0225
Step 59100/600000, Total Loss: 0.6839, Mel Loss: 0.2988, Mel PostNet Loss: 0.2969, Pitch Loss: 0.0379, Energy Loss: 0.0292, Duration Loss: 0.0211
Step 59200/600000, Total Loss: 0.6836, Mel Loss: 0.2993, Mel PostNet Loss: 0.2975, Pitch Loss: 0.0364, Energy Loss: 0.0278, Duration Loss: 0.0226
Step 59300/600000, Total Loss: 0.5794, Mel Loss: 0.2591, Mel PostNet Loss: 0.2574, Pitch Loss: 0.0266, Energy Loss: 0.0226, Duration Loss: 0.0137
Step 59400/600000, Total Loss: 0.5837, Mel Loss: 0.2611, Mel PostNet Loss: 0.2595, Pitch Loss: 0.0263, Energy Loss: 0.0224, Duration Loss: 0.0144
Step 59500/600000, Total Loss: 0.6628, Mel Loss: 0.2915, Mel PostNet Loss: 0.2898, Pitch Loss: 0.0338, Energy Loss: 0.0268, Duration Loss: 0.0208
Step 59600/600000, Total Loss: 0.6859, Mel Loss: 0.3006, Mel PostNet Loss: 0.2986, Pitch Loss: 0.0376, Energy Loss: 0.0280, Duration Loss: 0.0212
Step 59700/600000, Total Loss: 0.6822, Mel Loss: 0.2987, Mel PostNet Loss: 0.2969, Pitch Loss: 0.0365, Energy Loss: 0.0280, Duration Loss: 0.0220
Step 59800/600000, Total Loss: 0.5824, Mel Loss: 0.2611, Mel PostNet Loss: 0.2595, Pitch Loss: 0.0253, Energy Loss: 0.0221, Duration Loss: 0.0144
Step 59900/600000, Total Loss: 0.5908, Mel Loss: 0.2655, Mel PostNet Loss: 0.2639, Pitch Loss: 0.0243, Energy Loss: 0.0229, Duration Loss: 0.0142
Step 60000/600000, Total Loss: 0.6741, Mel Loss: 0.2942, Mel PostNet Loss: 0.2924, Pitch Loss: 0.0368, Energy Loss: 0.0274, Duration Loss: 0.0233
Step 60100/600000, Total Loss: 0.6706, Mel Loss: 0.2941, Mel PostNet Loss: 0.2922, Pitch Loss: 0.0342, Energy Loss: 0.0277, Duration Loss: 0.0224
Step 60200/600000, Total Loss: 0.6632, Mel Loss: 0.2913, Mel PostNet Loss: 0.2894, Pitch Loss: 0.0345, Energy Loss: 0.0275, Duration Loss: 0.0204
Step 60300/600000, Total Loss: 0.5788, Mel Loss: 0.2586, Mel PostNet Loss: 0.2569, Pitch Loss: 0.0266, Energy Loss: 0.0225, Duration Loss: 0.0143
Step 60400/600000, Total Loss: 0.6006, Mel Loss: 0.2695, Mel PostNet Loss: 0.2679, Pitch Loss: 0.0254, Energy Loss: 0.0231, Duration Loss: 0.0147
Step 60500/600000, Total Loss: 0.6050, Mel Loss: 0.2640, Mel PostNet Loss: 0.2623, Pitch Loss: 0.0385, Energy Loss: 0.0251, Duration Loss: 0.0151
Step 60600/600000, Total Loss: 0.6657, Mel Loss: 0.2907, Mel PostNet Loss: 0.2889, Pitch Loss: 0.0377, Energy Loss: 0.0264, Duration Loss: 0.0221
Step 60700/600000, Total Loss: 0.6838, Mel Loss: 0.2990, Mel PostNet Loss: 0.2973, Pitch Loss: 0.0370, Energy Loss: 0.0288, Duration Loss: 0.0218
Step 60800/600000, Total Loss: 0.5953, Mel Loss: 0.2648, Mel PostNet Loss: 0.2632, Pitch Loss: 0.0286, Energy Loss: 0.0243, Duration Loss: 0.0144
Step 60900/600000, Total Loss: 0.5888, Mel Loss: 0.2639, Mel PostNet Loss: 0.2623, Pitch Loss: 0.0252, Energy Loss: 0.0225, Duration Loss: 0.0150
Step 61000/600000, Total Loss: 0.5874, Mel Loss: 0.2629, Mel PostNet Loss: 0.2612, Pitch Loss: 0.0251, Energy Loss: 0.0240, Duration Loss: 0.0142
Step 61100/600000, Total Loss: 0.6767, Mel Loss: 0.2971, Mel PostNet Loss: 0.2952, Pitch Loss: 0.0351, Energy Loss: 0.0279, Duration Loss: 0.0214
Step 61200/600000, Total Loss: 0.6733, Mel Loss: 0.2944, Mel PostNet Loss: 0.2926, Pitch Loss: 0.0372, Energy Loss: 0.0287, Duration Loss: 0.0205
Step 61300/600000, Total Loss: 0.6667, Mel Loss: 0.2916, Mel PostNet Loss: 0.2898, Pitch Loss: 0.0348, Energy Loss: 0.0280, Duration Loss: 0.0225
Step 61400/600000, Total Loss: 0.5888, Mel Loss: 0.2642, Mel PostNet Loss: 0.2625, Pitch Loss: 0.0261, Energy Loss: 0.0220, Duration Loss: 0.0141
Step 61500/600000, Total Loss: 0.5888, Mel Loss: 0.2640, Mel PostNet Loss: 0.2623, Pitch Loss: 0.0253, Energy Loss: 0.0224, Duration Loss: 0.0148
Step 61600/600000, Total Loss: 0.6554, Mel Loss: 0.2875, Mel PostNet Loss: 0.2858, Pitch Loss: 0.0343, Energy Loss: 0.0270, Duration Loss: 0.0208
Step 61700/600000, Total Loss: 0.6586, Mel Loss: 0.2892, Mel PostNet Loss: 0.2874, Pitch Loss: 0.0340, Energy Loss: 0.0272, Duration Loss: 0.0207
Step 61800/600000, Total Loss: 0.6739, Mel Loss: 0.2963, Mel PostNet Loss: 0.2945, Pitch Loss: 0.0351, Energy Loss: 0.0272, Duration Loss: 0.0208
Step 61900/600000, Total Loss: 0.5946, Mel Loss: 0.2660, Mel PostNet Loss: 0.2643, Pitch Loss: 0.0273, Energy Loss: 0.0211, Duration Loss: 0.0160
Step 62000/600000, Total Loss: 0.5948, Mel Loss: 0.2674, Mel PostNet Loss: 0.2658, Pitch Loss: 0.0253, Energy Loss: 0.0220, Duration Loss: 0.0144
Step 62100/600000, Total Loss: 0.6691, Mel Loss: 0.2928, Mel PostNet Loss: 0.2910, Pitch Loss: 0.0353, Energy Loss: 0.0294, Duration Loss: 0.0206
Step 62200/600000, Total Loss: 0.6752, Mel Loss: 0.2969, Mel PostNet Loss: 0.2951, Pitch Loss: 0.0343, Energy Loss: 0.0288, Duration Loss: 0.0201
Step 62300/600000, Total Loss: 0.6842, Mel Loss: 0.2987, Mel PostNet Loss: 0.2968, Pitch Loss: 0.0372, Energy Loss: 0.0295, Duration Loss: 0.0220
Step 62400/600000, Total Loss: 0.5777, Mel Loss: 0.2573, Mel PostNet Loss: 0.2557, Pitch Loss: 0.0295, Energy Loss: 0.0218, Duration Loss: 0.0134
Step 62500/600000, Total Loss: 0.5990, Mel Loss: 0.2691, Mel PostNet Loss: 0.2674, Pitch Loss: 0.0252, Energy Loss: 0.0235, Duration Loss: 0.0138
Step 62600/600000, Total Loss: 0.5827, Mel Loss: 0.2620, Mel PostNet Loss: 0.2603, Pitch Loss: 0.0234, Energy Loss: 0.0226, Duration Loss: 0.0144
Step 62700/600000, Total Loss: 0.6765, Mel Loss: 0.2964, Mel PostNet Loss: 0.2946, Pitch Loss: 0.0359, Energy Loss: 0.0275, Duration Loss: 0.0221
Step 62800/600000, Total Loss: 0.6680, Mel Loss: 0.2929, Mel PostNet Loss: 0.2912, Pitch Loss: 0.0353, Energy Loss: 0.0286, Duration Loss: 0.0200
Step 62900/600000, Total Loss: 0.5789, Mel Loss: 0.2606, Mel PostNet Loss: 0.2589, Pitch Loss: 0.0259, Energy Loss: 0.0201, Duration Loss: 0.0134
Step 63000/600000, Total Loss: 0.5808, Mel Loss: 0.2607, Mel PostNet Loss: 0.2590, Pitch Loss: 0.0263, Energy Loss: 0.0214, Duration Loss: 0.0134
Step 63100/600000, Total Loss: 0.5876, Mel Loss: 0.2637, Mel PostNet Loss: 0.2620, Pitch Loss: 0.0258, Energy Loss: 0.0213, Duration Loss: 0.0148
Step 63200/600000, Total Loss: 0.6714, Mel Loss: 0.2957, Mel PostNet Loss: 0.2938, Pitch Loss: 0.0346, Energy Loss: 0.0265, Duration Loss: 0.0207
Step 63300/600000, Total Loss: 0.6815, Mel Loss: 0.2993, Mel PostNet Loss: 0.2975, Pitch Loss: 0.0358, Energy Loss: 0.0282, Duration Loss: 0.0207
Step 63400/600000, Total Loss: 0.6688, Mel Loss: 0.2938, Mel PostNet Loss: 0.2919, Pitch Loss: 0.0360, Energy Loss: 0.0266, Duration Loss: 0.0204
Step 63500/600000, Total Loss: 0.5840, Mel Loss: 0.2614, Mel PostNet Loss: 0.2596, Pitch Loss: 0.0248, Energy Loss: 0.0233, Duration Loss: 0.0149
Step 63600/600000, Total Loss: 0.5975, Mel Loss: 0.2684, Mel PostNet Loss: 0.2667, Pitch Loss: 0.0235, Energy Loss: 0.0238, Duration Loss: 0.0150
Step 63700/600000, Total Loss: 0.6566, Mel Loss: 0.2891, Mel PostNet Loss: 0.2872, Pitch Loss: 0.0341, Energy Loss: 0.0261, Duration Loss: 0.0200
Step 63800/600000, Total Loss: 0.6687, Mel Loss: 0.2932, Mel PostNet Loss: 0.2914, Pitch Loss: 0.0350, Energy Loss: 0.0282, Duration Loss: 0.0209
Step 63900/600000, Total Loss: 0.6663, Mel Loss: 0.2912, Mel PostNet Loss: 0.2894, Pitch Loss: 0.0348, Energy Loss: 0.0300, Duration Loss: 0.0209
Step 64000/600000, Total Loss: 0.5916, Mel Loss: 0.2659, Mel PostNet Loss: 0.2643, Pitch Loss: 0.0262, Energy Loss: 0.0210, Duration Loss: 0.0142
Step 64100/600000, Total Loss: 0.5947, Mel Loss: 0.2669, Mel PostNet Loss: 0.2650, Pitch Loss: 0.0267, Energy Loss: 0.0222, Duration Loss: 0.0139
Step 64200/600000, Total Loss: 0.6630, Mel Loss: 0.2909, Mel PostNet Loss: 0.2891, Pitch Loss: 0.0347, Energy Loss: 0.0273, Duration Loss: 0.0210
Step 64300/600000, Total Loss: 0.6655, Mel Loss: 0.2921, Mel PostNet Loss: 0.2903, Pitch Loss: 0.0344, Energy Loss: 0.0274, Duration Loss: 0.0213
Step 64400/600000, Total Loss: 0.6651, Mel Loss: 0.2911, Mel PostNet Loss: 0.2894, Pitch Loss: 0.0355, Energy Loss: 0.0282, Duration Loss: 0.0209
Step 64500/600000, Total Loss: 0.5913, Mel Loss: 0.2649, Mel PostNet Loss: 0.2633, Pitch Loss: 0.0262, Energy Loss: 0.0228, Duration Loss: 0.0141
Step 64600/600000, Total Loss: 0.5783, Mel Loss: 0.2590, Mel PostNet Loss: 0.2574, Pitch Loss: 0.0238, Energy Loss: 0.0234, Duration Loss: 0.0148
Step 64700/600000, Total Loss: 0.5915, Mel Loss: 0.2606, Mel PostNet Loss: 0.2590, Pitch Loss: 0.0358, Energy Loss: 0.0220, Duration Loss: 0.0141
Step 64800/600000, Total Loss: 0.6359, Mel Loss: 0.2811, Mel PostNet Loss: 0.2794, Pitch Loss: 0.0304, Energy Loss: 0.0257, Duration Loss: 0.0192
Step 64900/600000, Total Loss: 0.6801, Mel Loss: 0.2979, Mel PostNet Loss: 0.2960, Pitch Loss: 0.0382, Energy Loss: 0.0265, Duration Loss: 0.0216
Step 65000/600000, Total Loss: 0.5872, Mel Loss: 0.2629, Mel PostNet Loss: 0.2613, Pitch Loss: 0.0285, Energy Loss: 0.0209, Duration Loss: 0.0136
Step 65100/600000, Total Loss: 0.5789, Mel Loss: 0.2556, Mel PostNet Loss: 0.2539, Pitch Loss: 0.0328, Energy Loss: 0.0225, Duration Loss: 0.0140
Step 65200/600000, Total Loss: 0.5775, Mel Loss: 0.2595, Mel PostNet Loss: 0.2579, Pitch Loss: 0.0234, Energy Loss: 0.0224, Duration Loss: 0.0144
Step 65300/600000, Total Loss: 0.6629, Mel Loss: 0.2915, Mel PostNet Loss: 0.2897, Pitch Loss: 0.0342, Energy Loss: 0.0264, Duration Loss: 0.0211
Step 65400/600000, Total Loss: 0.6632, Mel Loss: 0.2908, Mel PostNet Loss: 0.2890, Pitch Loss: 0.0358, Energy Loss: 0.0274, Duration Loss: 0.0203
Step 65500/600000, Total Loss: 0.6405, Mel Loss: 0.2836, Mel PostNet Loss: 0.2819, Pitch Loss: 0.0309, Energy Loss: 0.0254, Duration Loss: 0.0186
Step 65600/600000, Total Loss: 0.5878, Mel Loss: 0.2615, Mel PostNet Loss: 0.2599, Pitch Loss: 0.0287, Energy Loss: 0.0226, Duration Loss: 0.0152
Step 65700/600000, Total Loss: 0.5719, Mel Loss: 0.2562, Mel PostNet Loss: 0.2544, Pitch Loss: 0.0255, Energy Loss: 0.0223, Duration Loss: 0.0135
Step 65800/600000, Total Loss: 0.6577, Mel Loss: 0.2887, Mel PostNet Loss: 0.2868, Pitch Loss: 0.0356, Energy Loss: 0.0269, Duration Loss: 0.0198
Step 65900/600000, Total Loss: 0.6670, Mel Loss: 0.2928, Mel PostNet Loss: 0.2910, Pitch Loss: 0.0348, Energy Loss: 0.0268, Duration Loss: 0.0217
Step 66000/600000, Total Loss: 0.6726, Mel Loss: 0.2948, Mel PostNet Loss: 0.2929, Pitch Loss: 0.0362, Energy Loss: 0.0278, Duration Loss: 0.0208
Step 66100/600000, Total Loss: 0.5714, Mel Loss: 0.2572, Mel PostNet Loss: 0.2556, Pitch Loss: 0.0235, Energy Loss: 0.0212, Duration Loss: 0.0139
Step 66200/600000, Total Loss: 0.5776, Mel Loss: 0.2598, Mel PostNet Loss: 0.2582, Pitch Loss: 0.0240, Energy Loss: 0.0217, Duration Loss: 0.0138
Step 66300/600000, Total Loss: 0.6473, Mel Loss: 0.2843, Mel PostNet Loss: 0.2825, Pitch Loss: 0.0358, Energy Loss: 0.0249, Duration Loss: 0.0198
Step 66400/600000, Total Loss: 0.6656, Mel Loss: 0.2933, Mel PostNet Loss: 0.2915, Pitch Loss: 0.0344, Energy Loss: 0.0260, Duration Loss: 0.0203
Step 66500/600000, Total Loss: 0.6618, Mel Loss: 0.2908, Mel PostNet Loss: 0.2890, Pitch Loss: 0.0349, Energy Loss: 0.0268, Duration Loss: 0.0203
Step 66600/600000, Total Loss: 0.5623, Mel Loss: 0.2540, Mel PostNet Loss: 0.2524, Pitch Loss: 0.0230, Energy Loss: 0.0200, Duration Loss: 0.0129
Step 66700/600000, Total Loss: 0.5928, Mel Loss: 0.2656, Mel PostNet Loss: 0.2640, Pitch Loss: 0.0252, Energy Loss: 0.0226, Duration Loss: 0.0153
Step 66800/600000, Total Loss: 0.5859, Mel Loss: 0.2648, Mel PostNet Loss: 0.2631, Pitch Loss: 0.0240, Energy Loss: 0.0201, Duration Loss: 0.0139
Step 66900/600000, Total Loss: 0.6742, Mel Loss: 0.2956, Mel PostNet Loss: 0.2938, Pitch Loss: 0.0371, Energy Loss: 0.0266, Duration Loss: 0.0210
Step 67000/600000, Total Loss: 0.6598, Mel Loss: 0.2890, Mel PostNet Loss: 0.2871, Pitch Loss: 0.0351, Energy Loss: 0.0279, Duration Loss: 0.0207
Step 67100/600000, Total Loss: 0.5743, Mel Loss: 0.2568, Mel PostNet Loss: 0.2551, Pitch Loss: 0.0256, Energy Loss: 0.0220, Duration Loss: 0.0147
Step 67200/600000, Total Loss: 0.5672, Mel Loss: 0.2559, Mel PostNet Loss: 0.2542, Pitch Loss: 0.0229, Energy Loss: 0.0214, Duration Loss: 0.0128
Step 67300/600000, Total Loss: 0.5804, Mel Loss: 0.2607, Mel PostNet Loss: 0.2591, Pitch Loss: 0.0254, Energy Loss: 0.0204, Duration Loss: 0.0148
Step 67400/600000, Total Loss: 0.6608, Mel Loss: 0.2909, Mel PostNet Loss: 0.2892, Pitch Loss: 0.0347, Energy Loss: 0.0258, Duration Loss: 0.0202
Step 67500/600000, Total Loss: 0.6592, Mel Loss: 0.2893, Mel PostNet Loss: 0.2875, Pitch Loss: 0.0356, Energy Loss: 0.0273, Duration Loss: 0.0195
Step 67600/600000, Total Loss: 0.5765, Mel Loss: 0.2589, Mel PostNet Loss: 0.2574, Pitch Loss: 0.0247, Energy Loss: 0.0213, Duration Loss: 0.0142
Step 67700/600000, Total Loss: 0.5944, Mel Loss: 0.2665, Mel PostNet Loss: 0.2651, Pitch Loss: 0.0241, Energy Loss: 0.0239, Duration Loss: 0.0149
Step 67800/600000, Total Loss: 0.5892, Mel Loss: 0.2643, Mel PostNet Loss: 0.2625, Pitch Loss: 0.0240, Energy Loss: 0.0232, Duration Loss: 0.0152
Step 67900/600000, Total Loss: 0.6659, Mel Loss: 0.2935, Mel PostNet Loss: 0.2916, Pitch Loss: 0.0346, Energy Loss: 0.0257, Duration Loss: 0.0205
Step 68000/600000, Total Loss: 0.6617, Mel Loss: 0.2910, Mel PostNet Loss: 0.2892, Pitch Loss: 0.0340, Energy Loss: 0.0265, Duration Loss: 0.0210
Step 68100/600000, Total Loss: 0.6662, Mel Loss: 0.2923, Mel PostNet Loss: 0.2906, Pitch Loss: 0.0371, Energy Loss: 0.0266, Duration Loss: 0.0196
Step 68200/600000, Total Loss: 0.5667, Mel Loss: 0.2544, Mel PostNet Loss: 0.2528, Pitch Loss: 0.0234, Energy Loss: 0.0228, Duration Loss: 0.0133
Step 68300/600000, Total Loss: 0.5898, Mel Loss: 0.2642, Mel PostNet Loss: 0.2626, Pitch Loss: 0.0263, Energy Loss: 0.0222, Duration Loss: 0.0145
Step 68400/600000, Total Loss: 0.6451, Mel Loss: 0.2838, Mel PostNet Loss: 0.2820, Pitch Loss: 0.0333, Energy Loss: 0.0263, Duration Loss: 0.0196
Step 68500/600000, Total Loss: 0.6608, Mel Loss: 0.2891, Mel PostNet Loss: 0.2874, Pitch Loss: 0.0363, Energy Loss: 0.0273, Duration Loss: 0.0208
Step 68600/600000, Total Loss: 0.6781, Mel Loss: 0.2987, Mel PostNet Loss: 0.2968, Pitch Loss: 0.0347, Energy Loss: 0.0279, Duration Loss: 0.0200
Step 68700/600000, Total Loss: 0.5845, Mel Loss: 0.2618, Mel PostNet Loss: 0.2601, Pitch Loss: 0.0243, Energy Loss: 0.0242, Duration Loss: 0.0141
Step 68800/600000, Total Loss: 0.5771, Mel Loss: 0.2590, Mel PostNet Loss: 0.2572, Pitch Loss: 0.0240, Energy Loss: 0.0220, Duration Loss: 0.0149
Step 68900/600000, Total Loss: 0.5722, Mel Loss: 0.2566, Mel PostNet Loss: 0.2548, Pitch Loss: 0.0254, Energy Loss: 0.0211, Duration Loss: 0.0142
Step 69000/600000, Total Loss: 0.6557, Mel Loss: 0.2893, Mel PostNet Loss: 0.2875, Pitch Loss: 0.0335, Energy Loss: 0.0259, Duration Loss: 0.0194
Step 69100/600000, Total Loss: 0.6521, Mel Loss: 0.2875, Mel PostNet Loss: 0.2857, Pitch Loss: 0.0317, Energy Loss: 0.0270, Duration Loss: 0.0203
Step 69200/600000, Total Loss: 0.5694, Mel Loss: 0.2560, Mel PostNet Loss: 0.2544, Pitch Loss: 0.0235, Energy Loss: 0.0226, Duration Loss: 0.0129
Step 69300/600000, Total Loss: 0.5711, Mel Loss: 0.2565, Mel PostNet Loss: 0.2547, Pitch Loss: 0.0241, Energy Loss: 0.0228, Duration Loss: 0.0131
Step 69400/600000, Total Loss: 0.5988, Mel Loss: 0.2671, Mel PostNet Loss: 0.2654, Pitch Loss: 0.0272, Energy Loss: 0.0236, Duration Loss: 0.0154
Step 69500/600000, Total Loss: 0.6577, Mel Loss: 0.2896, Mel PostNet Loss: 0.2879, Pitch Loss: 0.0324, Energy Loss: 0.0270, Duration Loss: 0.0208
Step 69600/600000, Total Loss: 0.6618, Mel Loss: 0.2915, Mel PostNet Loss: 0.2896, Pitch Loss: 0.0328, Energy Loss: 0.0283, Duration Loss: 0.0196
Step 69700/600000, Total Loss: 0.5832, Mel Loss: 0.2606, Mel PostNet Loss: 0.2589, Pitch Loss: 0.0269, Energy Loss: 0.0226, Duration Loss: 0.0142
Step 69800/600000, Total Loss: 0.5839, Mel Loss: 0.2627, Mel PostNet Loss: 0.2610, Pitch Loss: 0.0241, Energy Loss: 0.0220, Duration Loss: 0.0141
Step 69900/600000, Total Loss: 0.5714, Mel Loss: 0.2567, Mel PostNet Loss: 0.2549, Pitch Loss: 0.0246, Energy Loss: 0.0211, Duration Loss: 0.0141
Step 70000/600000, Total Loss: 0.6603, Mel Loss: 0.2895, Mel PostNet Loss: 0.2876, Pitch Loss: 0.0353, Energy Loss: 0.0263, Duration Loss: 0.0216
Step 70100/600000, Total Loss: 0.6476, Mel Loss: 0.2846, Mel PostNet Loss: 0.2828, Pitch Loss: 0.0335, Energy Loss: 0.0273, Duration Loss: 0.0195
Step 70200/600000, Total Loss: 0.6583, Mel Loss: 0.2902, Mel PostNet Loss: 0.2883, Pitch Loss: 0.0330, Energy Loss: 0.0273, Duration Loss: 0.0196
Step 70300/600000, Total Loss: 0.5837, Mel Loss: 0.2610, Mel PostNet Loss: 0.2594, Pitch Loss: 0.0250, Energy Loss: 0.0243, Duration Loss: 0.0140
Step 70400/600000, Total Loss: 0.5801, Mel Loss: 0.2609, Mel PostNet Loss: 0.2593, Pitch Loss: 0.0243, Energy Loss: 0.0216, Duration Loss: 0.0140
Step 70500/600000, Total Loss: 0.6544, Mel Loss: 0.2887, Mel PostNet Loss: 0.2869, Pitch Loss: 0.0331, Energy Loss: 0.0263, Duration Loss: 0.0195
Step 70600/600000, Total Loss: 0.6705, Mel Loss: 0.2954, Mel PostNet Loss: 0.2936, Pitch Loss: 0.0334, Energy Loss: 0.0275, Duration Loss: 0.0206
Step 70700/600000, Total Loss: 0.6684, Mel Loss: 0.2938, Mel PostNet Loss: 0.2920, Pitch Loss: 0.0349, Energy Loss: 0.0275, Duration Loss: 0.0202
Step 70800/600000, Total Loss: 0.5897, Mel Loss: 0.2635, Mel PostNet Loss: 0.2616, Pitch Loss: 0.0289, Energy Loss: 0.0217, Duration Loss: 0.0139
Step 70900/600000, Total Loss: 0.5764, Mel Loss: 0.2596, Mel PostNet Loss: 0.2579, Pitch Loss: 0.0254, Energy Loss: 0.0197, Duration Loss: 0.0139
Step 71000/600000, Total Loss: 0.5734, Mel Loss: 0.2579, Mel PostNet Loss: 0.2563, Pitch Loss: 0.0240, Energy Loss: 0.0209, Duration Loss: 0.0144
Step 71100/600000, Total Loss: 0.6654, Mel Loss: 0.2939, Mel PostNet Loss: 0.2920, Pitch Loss: 0.0342, Energy Loss: 0.0254, Duration Loss: 0.0199
Step 71200/600000, Total Loss: 0.6629, Mel Loss: 0.2915, Mel PostNet Loss: 0.2896, Pitch Loss: 0.0339, Energy Loss: 0.0271, Duration Loss: 0.0209
Step 71300/600000, Total Loss: 0.5886, Mel Loss: 0.2571, Mel PostNet Loss: 0.2555, Pitch Loss: 0.0411, Energy Loss: 0.0217, Duration Loss: 0.0132
Step 71400/600000, Total Loss: 0.5804, Mel Loss: 0.2605, Mel PostNet Loss: 0.2589, Pitch Loss: 0.0246, Energy Loss: 0.0220, Duration Loss: 0.0144
Step 71500/600000, Total Loss: 0.5809, Mel Loss: 0.2613, Mel PostNet Loss: 0.2596, Pitch Loss: 0.0242, Energy Loss: 0.0204, Duration Loss: 0.0154
Step 71600/600000, Total Loss: 0.6529, Mel Loss: 0.2876, Mel PostNet Loss: 0.2859, Pitch Loss: 0.0327, Energy Loss: 0.0254, Duration Loss: 0.0212
Step 71700/600000, Total Loss: 0.6513, Mel Loss: 0.2867, Mel PostNet Loss: 0.2848, Pitch Loss: 0.0350, Energy Loss: 0.0254, Duration Loss: 0.0194
Step 71800/600000, Total Loss: 0.5654, Mel Loss: 0.2537, Mel PostNet Loss: 0.2523, Pitch Loss: 0.0248, Energy Loss: 0.0217, Duration Loss: 0.0130
Step 71900/600000, Total Loss: 0.5603, Mel Loss: 0.2503, Mel PostNet Loss: 0.2486, Pitch Loss: 0.0250, Energy Loss: 0.0221, Duration Loss: 0.0144
Step 72000/600000, Total Loss: 0.5860, Mel Loss: 0.2632, Mel PostNet Loss: 0.2617, Pitch Loss: 0.0255, Energy Loss: 0.0210, Duration Loss: 0.0146
Step 72100/600000, Total Loss: 0.6478, Mel Loss: 0.2855, Mel PostNet Loss: 0.2836, Pitch Loss: 0.0342, Energy Loss: 0.0258, Duration Loss: 0.0187
Step 72200/600000, Total Loss: 0.6613, Mel Loss: 0.2902, Mel PostNet Loss: 0.2884, Pitch Loss: 0.0346, Energy Loss: 0.0271, Duration Loss: 0.0211
Step 72300/600000, Total Loss: 0.6569, Mel Loss: 0.2890, Mel PostNet Loss: 0.2871, Pitch Loss: 0.0341, Energy Loss: 0.0273, Duration Loss: 0.0195
Step 72400/600000, Total Loss: 0.5737, Mel Loss: 0.2572, Mel PostNet Loss: 0.2555, Pitch Loss: 0.0246, Energy Loss: 0.0206, Duration Loss: 0.0157
Step 72500/600000, Total Loss: 0.5777, Mel Loss: 0.2594, Mel PostNet Loss: 0.2577, Pitch Loss: 0.0239, Energy Loss: 0.0221, Duration Loss: 0.0146
Step 72600/600000, Total Loss: 0.6612, Mel Loss: 0.2917, Mel PostNet Loss: 0.2899, Pitch Loss: 0.0328, Energy Loss: 0.0262, Duration Loss: 0.0205
Step 72700/600000, Total Loss: 0.6424, Mel Loss: 0.2830, Mel PostNet Loss: 0.2813, Pitch Loss: 0.0323, Energy Loss: 0.0263, Duration Loss: 0.0195
Step 72800/600000, Total Loss: 0.6600, Mel Loss: 0.2911, Mel PostNet Loss: 0.2892, Pitch Loss: 0.0339, Energy Loss: 0.0254, Duration Loss: 0.0205
Step 72900/600000, Total Loss: 0.5724, Mel Loss: 0.2586, Mel PostNet Loss: 0.2569, Pitch Loss: 0.0227, Energy Loss: 0.0214, Duration Loss: 0.0128
